id,sma,ecc,inc,raan,aop,aol,terminals,name
169,6978137,0,85,10.8,0,151.2,3,W_03_18
170,6978137,0,85,10.8,0,158.4,7,W_03_19
171,6978137,0,85,10.8,0,165.6,9,W_03_20
172,6978137,0,85,10.8,0,172.8,9,W_03_21
173,6978137,0,85,10.8,0,180,2,W_03_22
174,6978137,0,85,10.8,0,187.2,6,W_03_23
175,6978137,0,85,10.8,0,194.4,1,W_03_24
176,6978137,0,85,10.8,0,201.6,4,W_03_25
177,6978137,0,85,10.8,0,208.8,8,W_03_26
178,6978137,0,85,10.8,0,216,3,W_03_27
179,6978137,0,85,10.8,0,223.2,8,W_03_28
180,6978137,0,85,10.8,0,230.4,7,W_03_29
181,6978137,0,85,10.8,0,237.6,4,W_03_30
182,6978137,0,85,10.8,0,244.8,4,W_03_31
183,6978137,0,85,10.8,0,252,8,W_03_32
184,6978137,0,85,10.8,0,259.2,6,W_03_33
185,6978137,0,85,10.8,0,266.4,0,W_03_34
186,6978137,0,85,10.8,0,273.6,2,W_03_35
187,6978137,0,85,10.8,0,280.8,8,W_03_36
188,6978137,0,85,10.8,0,288,8,W_03_37
189,6978137,0,85,10.8,0,295.2,1,W_03_38
190,6978137,0,85,10.8,0,302.4,6,W_03_39
191,6978137,0,85,10.8,0,309.6,2,W_03_40
192,6978137,0,85,10.8,0,316.8,2,W_03_41
193,6978137,0,85,10.8,0,324,5,W_03_42
194,6978137,0,85,10.8,0,331.2,9,W_03_43
195,6978137,0,85,10.8,0,338.4,7,W_03_44
196,6978137,0,85,10.8,0,345.6,3,W_03_45
197,6978137,0,85,10.8,0,352.8,4,W_03_46
198,6978137,0,85,10.8,0,5.6843418860808e-14,3,W_03_47
199,6978137,0,85,10.8,0,7.20000000000005,7,W_03_48
200,6978137,0,85,10.8,0,14.4,1,W_03_49
201,6978137,0,85,14.4,0,28.8,6,W_04_00
202,6978137,0,85,14.4,0,36,5,W_04_01
203,6978137,0,85,14.4,0,43.2,8,W_04_02
204,6978137,0,85,14.4,0,50.4,0,W_04_03
205,6978137,0,85,14.4,0,57.6,5,W_04_04
206,6978137,0,85,14.4,0,64.8,6,W_04_05
207,6978137,0,85,14.4,0,72,1,W_04_06
208,6978137,0,85,14.4,0,79.2,8,W_04_07
209,6978137,0,85,14.4,0,86.4,6,W_04_08
210,6978137,0,85,14.4,0,93.6,4,W_04_09
211,6978137,0,85,14.4,0,100.8,8,W_04_10
212,6978137,0,85,14.4,0,108,7,W_04_11
213,6978137,0,85,14.4,0,115.2,7,W_04_12
214,6978137,0,85,14.4,0,122.4,0,W_04_13
215,6978137,0,85,14.4,0,129.6,4,W_04_14
216,6978137,0,85,14.4,0,136.8,3,W_04_15
217,6978137,0,85,14.4,0,144,5,W_04_16
218,6978137,0,85,14.4,0,151.2,3,W_04_17
219,6978137,0,85,14.4,0,158.4,9,W_04_18
220,6978137,0,85,14.4,0,165.6,1,W_04_19
221,6978137,0,85,14.4,0,172.8,1,W_04_20
222,6978137,0,85,14.4,0,180,0,W_04_21
223,6978137,0,85,14.4,0,187.2,1,W_04_22
224,6978137,0,85,14.4,0,194.4,4,W_04_23
225,6978137,0,85,14.4,0,201.6,6,W_04_24
226,6978137,0,85,14.4,0,208.8,0,W_04_25
227,6978137,0,85,14.4,0,216,3,W_04_26
228,6978137,0,85,14.4,0,223.2,2,W_04_27
229,6978137,0,85,14.4,0,230.4,2,W_04_28
230,6978137,0,85,14.4,0,237.6,8,W_04_29
231,6978137,0,85,14.4,0,244.8,1,W_04_30
232,6978137,0,85,14.4,0,252,2,W_04_31
233,6978137,0,85,14.4,0,259.2,0,W_04_32
234,6978137,0,85,14.4,0,266.4,5,W_04_33
235,6978137,0,85,14.4,0,273.6,3,W_04_34
236,6978137,0,85,14.4,0,280.8,5,W_04_35
237,6978137,0,85,14.4,0,288,6,W_04_36
238,6978137,0,85,14.4,0,295.2,7,W_04_37
239,6978137,0,85,14.4,0,302.4,1,W_04_38
240,6978137,0,85,14.4,0,309.6,3,W_04_39
241,6978137,0,85,14.4,0,316.8,6,W_04_40
242,6978137,0,85,14.4,0,324,9,W_04_41
243,6978137,0,85,14.4,0,331.2,1,W_04_42
244,6978137,0,85,14.4,0,338.4,0,W_04_43
245,6978137,0,85,14.4,0,345.6,1,W_04_44
246,6978137,0,85,14.4,0,352.8,7,W_04_45
247,6978137,0,85,14.4,0,0,5,W_04_46
248,6978137,0,85,14.4,0,7.20000000000005,6,W_04_47
249,6978137,0,85,14.4,0,14.4,5,W_04_48
250,6978137,0,85,14.4,0,21.6,2,W_04_49
251,6978137,0,85,18,0,36,8,W_05_00
252,6978137,0,85,18,0,43.2,2,W_05_01
253,6978137,0,85,18,0,50.4,2,W_05_02
254,6978137,0,85,18,0,57.6,0,W_05_03
255,6978137,0,85,18,0,64.8,2,W_05_04
256,6978137,0,85,18,0,72,9,W_05_05
257,6978137,0,85,18,0,79.2,1,W_05_06
258,6978137,0,85,18,0,86.4,2,W_05_07
259,6978137,0,85,18,0,93.6,0,W_05_08
260,6978137,0,85,18,0,100.8,5,W_05_09
261,6978137,0,85,18,0,108,7,W_05_10
262,6978137,0,85,18,0,115.2,5,W_05_11
263,6978137,0,85,18,0,122.4,4,W_05_12
264,6978137,0,85,18,0,129.6,8,W_05_13
265,6978137,0,85,18,0,136.8,0,W_05_14
266,6978137,0,85,18,0,144,9,W_05_15
267,6978137,0,85,18,0,151.2,6,W_05_16
268,6978137,0,85,18,0,158.4,0,W_05_17
269,6978137,0,85,18,0,165.6,1,W_05_18
270,6978137,0,85,18,0,172.8,7,W_05_19
271,6978137,0,85,18,0,180,3,W_05_20
272,6978137,0,85,18,0,187.2,3,W_05_21
273,6978137,0,85,18,0,194.4,2,W_05_22
274,6978137,0,85,18,0,201.6,9,W_05_23
275,6978137,0,85,18,0,208.8,3,W_05_24
276,6978137,0,85,18,0,216,0,W_05_25
277,6978137,0,85,18,0,223.2,5,W_05_26
278,6978137,0,85,18,0,230.4,2,W_05_27
279,6978137,0,85,18,0,237.6,6,W_05_28
280,6978137,0,85,18,0,244.8,0,W_05_29
281,6978137,0,85,18,0,252,8,W_05_30
282,6978137,0,85,18,0,259.2,5,W_05_31
283,6978137,0,85,18,0,266.4,7,W_05_32
284,6978137,0,85,18,0,273.6,2,W_05_33
285,6978137,0,85,18,0,280.8,4,W_05_34
286,6978137,0,85,18,0,288,8,W_05_35
287,6978137,0,85,18,0,295.2,3,W_05_36
288,6978137,0,85,18,0,302.4,8,W_05_37
289,6978137,0,85,18,0,309.6,3,W_05_38
290,6978137,0,85,18,0,316.8,5,W_05_39
291,6978137,0,85,18,0,324,7,W_05_40
292,6978137,0,85,18,0,331.2,9,W_05_41
293,6978137,0,85,18,0,338.4,1,W_05_42
294,6978137,0,85,18,0,345.6,2,W_05_43
295,6978137,0,85,18,0,352.8,1,W_05_44
296,6978137,0,85,18,0,0,6,W_05_45
297,6978137,0,85,18,0,7.19999999999999,8,W_05_46
298,6978137,0,85,18,0,14.4,8,W_05_47
299,6978137,0,85,18,0,21.6,2,W_05_48
300,6978137,0,85,18,0,28.8,5,W_05_49
301,6978137,0,85,21.6,0,43.2,3,W_06_00
302,6978137,0,85,21.6,0,50.4,3,W_06_01
303,6978137,0,85,21.6,0,57.6,3,W_06_02
304,6978137,0,85,21.6,0,64.8,9,W_06_03
305,6978137,0,85,21.6,0,72,0,W_06_04
306,6978137,0,85,21.6,0,79.2,4,W_06_05
307,6978137,0,85,21.6,0,86.4,9,W_06_06
308,6978137,0,85,21.6,0,93.6,5,W_06_07
309,6978137,0,85,21.6,0,100.8,8,W_06_08
310,6978137,0,85,21.6,0,108,4,W_06_09
311,6978137,0,85,21.6,0,115.2,0,W_06_10
312,6978137,0,85,21.6,0,122.4,2,W_06_11
313,6978137,0,85,21.6,0,129.6,6,W_06_12
314,6978137,0,85,21.6,0,136.8,5,W_06_13
315,6978137,0,85,21.6,0,144,9,W_06_14
316,6978137,0,85,21.6,0,151.2,6,W_06_15
317,6978137,0,85,21.6,0,158.4,1,W_06_16
318,6978137,0,85,21.6,0,165.6,2,W_06_17
319,6978137,0,85,21.6,0,172.8,1,W_06_18
320,6978137,0,85,21.6,0,180,4,W_06_19
321,6978137,0,85,21.6,0,187.2,6,W_06_20
322,6978137,0,85,21.6,0,194.4,7,W_06_21
323,6978137,0,85,21.6,0,201.6,8,W_06_22
324,6978137,0,85,21.6,0,208.8,6,W_06_23
325,6978137,0,85,21.6,0,216,5,W_06_24
326,6978137,0,85,21.6,0,223.2,1,W_06_25
327,6978137,0,85,21.6,0,230.4,9,W_06_26
328,6978137,0,85,21.6,0,237.6,2,W_06_27
329,6978137,0,85,21.6,0,244.8,5,W_06_28
330,6978137,0,85,21.6,0,252,0,W_06_29
331,6978137,0,85,21.6,0,259.2,1,W_06_30
332,6978137,0,85,21.6,0,266.4,7,W_06_31
333,6978137,0,85,21.6,0,273.6,9,W_06_32
334,6978137,0,85,21.6,0,280.8,8,W_06_33
335,6978137,0,85,21.6,0,288,4,W_06_34
336,6978137,0,85,21.6,0,295.2,2,W_06_35
337,6978137,0,85,21.6,0,302.4,5,W_06_36
338,6978137,0,85,21.6,0,309.6,7,W_06_37
339,6978137,0,85,21.6,0,316.8,7,W_06_38
340,6978137,0,85,21.6,0,324,1,W_06_39
341,6978137,0,85,21.6,0,331.2,3,W_06_40
342,6978137,0,85,21.6,0,338.4,0,W_06_41
343,6978137,0,85,21.6,0,345.6,6,W_06_42
344,6978137,0,85,21.6,0,352.8,2,W_06_43
345,6978137,0,85,21.6,0,0,7,W_06_44
346,6978137,0,85,21.6,0,7.19999999999999,5,W_06_45
347,6978137,0,85,21.6,0,14.4,5,W_06_46
348,6978137,0,85,21.6,0,21.6,5,W_06_47
349,6978137,0,85,21.6,0,28.8,7,W_06_48
350,6978137,0,85,21.6,0,36,8,W_06_49
351,6978137,0,85,25.2,0,50.4,9,W_07_00
352,6978137,0,85,25.2,0,57.6,6,W_07_01
353,6978137,0,85,25.2,0,64.8,1,W_07_02
354,6978137,0,85,25.2,0,72,1,W_07_03
355,6978137,0,85,25.2,0,79.2,6,W_07_04
356,6978137,0,85,25.2,0,86.4,5,W_07_05
357,6978137,0,85,25.2,0,93.6,5,W_07_06
358,6978137,0,85,25.2,0,100.8,6,W_07_07
359,6978137,0,85,25.2,0,108,2,W_07_08
360,6978137,0,85,25.2,0,115.2,3,W_07_09
361,6978137,0,85,25.2,0,122.4,1,W_07_10
362,6978137,0,85,25.2,0,129.6,6,W_07_11
363,6978137,0,85,25.2,0,136.8,6,W_07_12
364,6978137,0,85,25.2,0,144,7,W_07_13
365,6978137,0,85,25.2,0,151.2,8,W_07_14
366,6978137,0,85,25.2,0,158.4,0,W_07_15
367,6978137,0,85,25.2,0,165.6,2,W_07_16
368,6978137,0,85,25.2,0,172.8,3,W_07_17
369,6978137,0,85,25.2,0,180,5,W_07_18
370,6978137,0,85,25.2,0,187.2,5,W_07_19
371,6978137,0,85,25.2,0,194.4,8,W_07_20
372,6978137,0,85,25.2,0,201.6,2,W_07_21
373,6978137,0,85,25.2,0,208.8,3,W_07_22
374,6978137,0,85,25.2,0,216,9,W_07_23
375,6978137,0,85,25.2,0,223.2,2,W_07_24
376,6978137,0,85,25.2,0,230.4,3,W_07_25
377,6978137,0,85,25.2,0,237.6,8,W_07_26
378,6978137,0,85,25.2,0,244.8,1,W_07_27
379,6978137,0,85,25.2,0,252,6,W_07_28
380,6978137,0,85,25.2,0,259.2,6,W_07_29
381,6978137,0,85,25.2,0,266.4,1,W_07_30
382,6978137,0,85,25.2,0,273.6,1,W_07_31
383,6978137,0,85,25.2,0,280.8,0,W_07_32
384,6978137,0,85,25.2,0,288,6,W_07_33
385,6978137,0,85,25.2,0,295.2,3,W_07_34
386,6978137,0,85,25.2,0,302.4,1,W_07_35
387,6978137,0,85,25.2,0,309.6,0,W_07_36
388,6978137,0,85,25.2,0,316.8,6,W_07_37
389,6978137,0,85,25.2,0,324,1,W_07_38
390,6978137,0,85,25.2,0,331.2,5,W_07_39
391,6978137,0,85,25.2,0,338.4,2,W_07_40
392,6978137,0,85,25.2,0,345.6,5,W_07_41
393,6978137,0,85,25.2,0,352.8,8,W_07_42
394,6978137,0,85,25.2,0,0,6,W_07_43
395,6978137,0,85,25.2,0,7.19999999999999,1,W_07_44
396,6978137,0,85,25.2,0,14.4,7,W_07_45
397,6978137,0,85,25.2,0,21.6,9,W_07_46
398,6978137,0,85,25.2,0,28.8,3,W_07_47
399,6978137,0,85,25.2,0,36,4,W_07_48
400,6978137,0,85,25.2,0,43.2,4,W_07_49
401,6978137,0,85,28.8,0,57.6,3,W_08_00
402,6978137,0,85,28.8,0,64.8,3,W_08_01
403,6978137,0,85,28.8,0,72,5,W_08_02
404,6978137,0,85,28.8,0,79.2,8,W_08_03
405,6978137,0,85,28.8,0,86.4,1,W_08_04
406,6978137,0,85,28.8,0,93.6,2,W_08_05
407,6978137,0,85,28.8,0,100.8,3,W_08_06
408,6978137,0,85,28.8,0,108,0,W_08_07
409,6978137,0,85,28.8,0,115.2,2,W_08_08
410,6978137,0,85,28.8,0,122.4,7,W_08_09
411,6978137,0,85,28.8,0,129.6,9,W_08_10
412,6978137,0,85,28.8,0,136.8,6,W_08_11
413,6978137,0,85,28.8,0,144,0,W_08_12
414,6978137,0,85,28.8,0,151.2,5,W_08_13
415,6978137,0,85,28.8,0,158.4,5,W_08_14
416,6978137,0,85,28.8,0,165.6,8,W_08_15
417,6978137,0,85,28.8,0,172.8,8,W_08_16
418,6978137,0,85,28.8,0,180,6,W_08_17
419,6978137,0,85,28.8,0,187.2,8,W_08_18
420,6978137,0,85,28.8,0,194.4,8,W_08_19
421,6978137,0,85,28.8,0,201.6,8,W_08_20
422,6978137,0,85,28.8,0,208.8,8,W_08_21
423,6978137,0,85,28.8,0,216,8,W_08_22
424,6978137,0,85,28.8,0,223.2,6,W_08_23
425,6978137,0,85,28.8,0,230.4,3,W_08_24
426,6978137,0,85,28.8,0,237.6,6,W_08_25
427,6978137,0,85,28.8,0,244.8,5,W_08_26
428,6978137,0,85,28.8,0,252,8,W_08_27
429,6978137,0,85,28.8,0,259.2,4,W_08_28
430,6978137,0,85,28.8,0,266.4,1,W_08_29
431,6978137,0,85,28.8,0,273.6,6,W_08_30
432,6978137,0,85,28.8,0,280.8,4,W_08_31
433,6978137,0,85,28.8,0,288,3,W_08_32
434,6978137,0,85,28.8,0,295.2,1,W_08_33
435,6978137,0,85,28.8,0,302.4,6,W_08_34
436,6978137,0,85,28.8,0,309.6,8,W_08_35
437,6978137,0,85,28.8,0,316.8,0,W_08_36
438,6978137,0,85,28.8,0,324,6,W_08_37
439,6978137,0,85,28.8,0,331.2,2,W_08_38
440,6978137,0,85,28.8,0,338.4,9,W_08_39
441,6978137,0,85,28.8,0,345.6,7,W_08_40
442,6978137,0,85,28.8,0,352.8,8,W_08_41
443,6978137,0,85,28.8,0,5.6843418860808e-14,4,W_08_42
444,6978137,0,85,28.8,0,7.20000000000005,4,W_08_43
445,6978137,0,85,28.8,0,14.4,3,W_08_44
446,6978137,0,85,28.8,0,21.6,9,W_08_45
447,6978137,0,85,28.8,0,28.8,2,W_08_46
448,6978137,0,85,28.8,0,36.0000000000001,1,W_08_47
449,6978137,0,85,28.8,0,43.2,4,W_08_48
450,6978137,0,85,28.8,0,50.4,2,W_08_49
451,6978137,0,85,32.4,0,64.8,4,W_09_00
452,6978137,0,85,32.4,0,72,6,W_09_01
453,6978137,0,85,32.4,0,79.2,6,W_09_02
454,6978137,0,85,32.4,0,86.4,1,W_09_03
455,6978137,0,85,32.4,0,93.6,3,W_09_04
456,6978137,0,85,32.4,0,100.8,9,W_09_05
457,6978137,0,85,32.4,0,108,4,W_09_06
458,6978137,0,85,32.4,0,115.2,8,W_09_07
459,6978137,0,85,32.4,0,122.4,1,W_09_08
460,6978137,0,85,32.4,0,129.6,9,W_09_09
461,6978137,0,85,32.4,0,136.8,2,W_09_10
462,6978137,0,85,32.4,0,144,8,W_09_11
463,6978137,0,85,32.4,0,151.2,4,W_09_12
464,6978137,0,85,32.4,0,158.4,8,W_09_13
465,6978137,0,85,32.4,0,165.6,8,W_09_14
466,6978137,0,85,32.4,0,172.8,8,W_09_15
467,6978137,0,85,32.4,0,180,1,W_09_16
468,6978137,0,85,32.4,0,187.2,7,W_09_17
469,6978137,0,85,32.4,0,194.4,5,W_09_18
470,6978137,0,85,32.4,0,201.6,3,W_09_19
471,6978137,0,85,32.4,0,208.8,4,W_09_20
472,6978137,0,85,32.4,0,216,0,W_09_21
473,6978137,0,85,32.4,0,223.2,4,W_09_22
474,6978137,0,85,32.4,0,230.4,8,W_09_23
475,6978137,0,85,32.4,0,237.6,9,W_09_24
476,6978137,0,85,32.4,0,244.8,4,W_09_25
477,6978137,0,85,32.4,0,252,6,W_09_26
478,6978137,0,85,32.4,0,259.2,0,W_09_27
479,6978137,0,85,32.4,0,266.4,9,W_09_28
480,6978137,0,85,32.4,0,273.6,0,W_09_29
481,6978137,0,85,32.4,0,280.8,6,W_09_30
482,6978137,0,85,32.4,0,288,3,W_09_31
483,6978137,0,85,32.4,0,295.2,4,W_09_32
484,6978137,0,85,32.4,0,302.4,9,W_09_33
485,6978137,0,85,32.4,0,309.6,3,W_09_34
486,6978137,0,85,32.4,0,316.8,9,W_09_35
487,6978137,0,85,32.4,0,324,6,W_09_36
488,6978137,0,85,32.4,0,331.2,8,W_09_37
489,6978137,0,85,32.4,0,338.4,1,W_09_38
490,6978137,0,85,32.4,0,345.6,0,W_09_39
491,6978137,0,85,32.4,0,352.8,0,W_09_40
492,6978137,0,85,32.4,0,0,0,W_09_41
493,6978137,0,85,32.4,0,7.20000000000005,0,W_09_42
494,6978137,0,85,32.4,0,14.4,3,W_09_43
495,6978137,0,85,32.4,0,21.6,0,W_09_44
496,6978137,0,85,32.4,0,28.8,1,W_09_45
497,6978137,0,85,32.4,0,36,1,W_09_46
498,6978137,0,85,32.4,0,43.2,0,W_09_47
499,6978137,0,85,32.4,0,50.4,5,W_09_48
500,6978137,0,85,32.4,0,57.6,6,W_09_49
501,6978137,0,85,36,0,72,3,W_10_00
502,6978137,0,85,36,0,79.2,8,W_10_01
503,6978137,0,85,36,0,86.4,7,W_10_02
504,6978137,0,85,36,0,93.6,0,W_10_03
505,6978137,0,85,36,0,100.8,3,W_10_04
506,6978137,0,85,36,0,108,0,W_10_05
507,6978137,0,85,36,0,115.2,1,W_10_06
508,6978137,0,85,36,0,122.4,9,W_10_07
509,6978137,0,85,36,0,129.6,1,W_10_08
510,6978137,0,85,36,0,136.8,8,W_10_09
511,6978137,0,85,36,0,144,9,W_10_10
